num,den,ratio,power_ratio.re,power_ratio.im,power_double_ratio.re,power_double_ratio.im
1,88,0.011363636363636364,0.9993628256569916,0.035692333838980454,0.9974521146102535,0.07133918319923234
1,87,0.011494252873563218,0.999348095389677,0.03610241322993642,0.9973932315179498,0.07215775580061608
1,86,0.011627906976744186,0.9993328483702394,0.03652202305765884,0.9973322836635516,0.07299531466090753
1,85,0.011764705882352941,0.9993170601430229,0.03695149938914489,0.997269173385788,0.07385252747487396
1,84,0.011904761904761904,0.9993007047883986,0.03739119427632562,0.9972037971811801,0.07473009358642424
1,83,0.012048192771084338,0.9992837548163315,0.03784147671767029,0.997136045279652,0.0756287458844567
1,82,0.012195121951219513,0.99926618105081,0.038302733690035354,0.9970658011837404,0.07654925283649565
1,81,0.012345679012345678,0.99924795250423,0.03877537125681671,0.996992941167792,0.07749242067193093
1,80,0.0125,0.9992290362407229,0.03925981575906861,0.996917333733128,0.07845909572784494
1,79,0.012658227848101266,0.9992093972273018,0.039756515096925626,0.9968388390146958,0.07945016697171436
1,78,0.01282051282051282,0.9991889981715696,0.04026594010941514,0.99675730813421,0.08046656871672588
1,77,0.012987012987012988,0.9991677993445829,0.04078858606158558,0.9966725824941932,0.08150928354706317
1,76,0.013157894736842105,0.999145758387301,0.04132497424881321,0.9965844930066698,0.08257934547233232
2,87,0.022988505747126436,0.9973932315179498,0.07215775580061608,0.9895865165556373,0.14393931447411912
2,85,0.023529411764705882,0.997269173385788,0.07385252747487396,0.989091608371146,0.1473016980546375
2,83,0.024096385542168676,0.997136045279652,0.0756287458844567,0.9885605855918885,0.15082429716137383
2,81,0.024691358024691357,0.996992941167792,0.07749242067193093,0.987989849476809,0.15451879280784048
2,79,0.02531645569620253,0.9968388390146958,0.07945016697171436,0.9873753419363334,0.15839802440721495
2,77,0.025974025974025976,0.9966725824941932,0.08150928354706317,0.9867124733912889,0.16247613626020582
3,88,0.03409090909090909,0.9942703017718973,0.10689512156511277,0.9771468659711595,0.21256528955297666
3,86,0.03488372093023256,0.9940009752399459,0.10937120837787438,0.9760758775559272,0.21743017558155697
3,85,0.03529411764705882,0.9938591368952737,0.11065268189150083,0.9755119679804366,0.2199463578396686
3,83,0.03614457831325301,0.9935599479631849,0.11330767760126984,0.9743227403932134,0.22515594052269397
3,82,0.036585365853658534,0.993402089759675,0.11468342539840043,0.9736954238777791,0.22785350890313755
3,80,0.0375,0.9930684569549263,0.11753739745783764,0.9723699203976766,0.2334453638559054
3,79,0.0379746835443038,0.9928920737019734,0.11901819180190477,0.9716693400404101,0.23634443853290488
3,77,0.03896103896103896,0.9925185024910277,0.12209431687415985,0.9701859555740645,0.24236173709321232
3,76,0.039473684210526314,0.992320579737045,0.1236926312693476,0.9694002659393304,0.24548548714079912
4,87,0.04597701149425287,0.9895865165556373,0.14393931447411912,0.9585629474974413,0.2848808096116999
4,85,0.047058823529411764,0.989091608371146,0.1473016980546375,0.9566044195004408,0.2913897468893246
4,83,0.04819277108433735,0.9885605855918885,0.15082429716137383,0.9545040627715552,0.29819791104666543
4,81,0.04938271604938271,0.987989849476809,0.15451879280784048,0.9522478853384153,0.3053259976951131
4,79,0.05063291139240506,0.9873753419363334,0.15839802440721495,0.9498201317277827,0.3127966070222271
