num,den,ratio,power_ratio.re,power_ratio.im,power_double_ratio.re,power_double_ratio.im
1,215,0.004651162790697674,0.9998932457674901,0.014611538883829234,0.9995730058628927,0.029219958080419803
1,214,0.004672897196261682,0.9998922457512606,0.014679812209316644,0.9995690062269984,0.029356460794360786
1,213,0.004694835680751174,0.9998912316175987,0.014748726529484247,0.999564950131517,0.029494244668714312
1,212,0.0047169811320754715,0.9998902030995189,0.01481829091369262,0.9995608365087943,0.029633327822559737
1,211,0.004739336492890996,0.9998891599236939,0.014888514603201883,0.9995566642658205,0.029773728718214355
1,210,0.004761904761904762,0.9998881018102734,0.01495940701526362,0.9995524322835033,0.029915466169398455
1,209,0.004784688995215311,0.9998870284726966,0.015030977747330272,0.9995481394159186,0.030058559349634587
1,208,0.004807692307692308,0.9998859396174979,0.015103236581385916,0.9995437844895334,0.03020302780088885
1,207,0.004830917874396135,0.9998848349441062,0.015176193488402517,0.9995393663024051,0.03034889144246234
1,206,0.0048543689320388345,0.9998837141446378,0.015249858632925977,0.9995348836233515,0.03049617058014139
1,205,0.004878048780487805,0.9998825769036815,0.015324242377796345,0.9995303351910931,0.030644885915615216
1,204,0.004901960784313725,0.9998814228980769,0.01539935528900683,0.9995257197133659,0.030795058556170353
1,203,0.0049261083743842365,0.9998802517966848,0.015475208140706392,0.9995210358660036,0.030946710024671226
1,202,0.0049504950495049506,0.9998790632601495,0.015551811920350872,0.9995162822919881,0.031099862269836916
1,201,0.004975124378109453,0.999877856940653,0.015629177834007867,0.9995114576004659,0.03125453767682429
1,200,0.005,0.9998766324816606,0.015707317311820675,0.9995065603657316,0.03141075907812829
1,199,0.005025125628140704,0.9998753895176573,0.015786242013636962,0.9995015891261738,0.03156854976481053
1,198,0.005050505050505051,0.9998741276738751,0.015865963834807928,0.9994965423831851,0.03172793349806765
1,197,0.005076142131979695,0.9998728465660103,0.015946494912164058,0.9994914186000327,0.031888934521151754
1,196,0.00510204081632653,0.9998715457999312,0.016027847630173744,0.9994862162006879,0.03205157757165517
1,195,0.005128205128205128,0.9998702249713747,0.01611003462729134,0.9994809335686149,0.03221588789417286
1,194,0.005154639175257732,0.9998688836656322,0.0161930688025015,0.9994755690455149,0.0323818912533559
1,193,0.0051813471502590676,0.9998675214572239,0.016276963322066906,0.9994701209300242,0.03254961394737036
1,192,0.005208333333333333,0.9998661379095618,0.01636173162648678,0.9994645874763657,0.03271908282177614
2,215,0.009302325581395349,0.9995730058628927,0.029219958080419803,0.998292388099557,0.058414962659265886
2,213,0.009389671361502348,0.999564950131517,0.029494244668714312,0.998260179062844,0.05896282640290036
2,211,0.009478672985781991,0.9995566642658205,0.029773728718214355,0.9982270501564283,0.059521057920667614
2,209,0.009569377990430622,0.9995481394159186,0.030058559349634587,0.998192966019649,0.06008995414290043
2,207,0.00966183574879227,0.9995393663024051,0.03034889144246234,0.9981578895764273,0.06066982344075859
2,205,0.00975609756097561,0.9995303351910931,0.030644885915615216,0.9981217819344379,0.061260986182255374
2,203,0.009852216748768473,0.9995210358660036,0.030946710024671226,0.9980846022772978,0.061863775321008445
2,201,0.009950248756218905,0.9995114576004659,0.03125453767682429,0.998046307749216,0.06247853701998265
2,199,0.010050251256281407,0.9995015891261738,0.03156854976481053,0.9980068533314934,0.06310563131267365
2,197,0.01015228426395939,0.9994914186000327,0.031888934521151754,0.9979661917102114,0.06374543280437904
2,195,0.010256410256410256,0.9994809335686149,0.03221588789417286,0.9979242731343801,0.06439833141641946
2,193,0.010362694300518135,0.9994701209300242,0.03254961394737036,0.9978810452637543,0.06506473317640771
