num,den,ratio,power_ratio.re,power_ratio.im,power_double_ratio.re,power_double_ratio.im
1,50,0.02,0.9980267284282716,0.06279051952931337,0.9921147013144779,0.12533323356430426]
1,49,0.02040816326530612,0.9979453927503363,0.06407021998071291,0.9917900138232462,0.127877161684506]
1,48,0.020833333333333332,0.9978589232386035,0.06540312923014306,0.9914448613738104,0.13052619222005157]
1,47,0.02127659574468085,0.9977668786231532,0.06679263374512155,0.9910774881547801,0.13328695537377883]
1,46,0.021739130434782608,0.9976687691905392,0.06824241336467098,0.9906859460363308,0.1361666490962466]
1,45,0.022222222222222223,0.9975640502598242,0.0697564737441253,0.9902680687415704,0.13917310096006544]
1,44,0.022727272727272728,0.9974521146102535,0.07133918319923234,0.9898214418809327,0.14231483827328514]
1,43,0.023255813953488372,0.9973322836635516,0.07299531466090753,0.9893433680751103,0.14560116773500487]
1,42,0.023809523809523808,0.9972037971811801,0.07473009358642424,0.9888308262251285,0.14904226617617441]
1,41,0.024390243902439025,0.9970658011837404,0.07654925283649565,0.9882804237803485,0.1526492842188745]
1,40,0.025,0.996917333733128,0.07845909572784494,0.9876883405951378,0.15643446504023087]
1,39,0.02564102564102564,0.99675730813421,0.08046656871672588,0.9870502626379128,0.16041128085776024]
1,38,0.02631578947368421,0.9965844930066698,0.08257934547233232,0.9863613034027223,0.1645945902807339]
1,37,0.02702702702702703,0.9963974885425265,0.0848059244755092,0.9856159103477085,0.1690008203218491]
1,36,0.027777777777777776,0.9961946980917455,0.08715574274765817,0.984807753012208,0.17364817766693033]
1,35,0.02857142857142857,0.9959742939952391,0.0896393089034335,0.9839295885986297,0.17855689479863665]
1,34,0.029411764705882353,0.9957341762950345,0.09226835946330199,0.9829730996839018,0.18374951781657034]
1,33,0.030303030303030304,0.9954719225730846,0.09505604330418266,0.9819286972627067,0.1892512443604102]
1,32,0.03125,0.9951847266721969,0.0980171403295606,0.9807852804032304,0.19509032201612825]
2,49,0.04081632653061224,0.9917900138232462,0.127877161684506,0.9672948630390295,0.25365458390950735]
