num,den,ratio,power_ratio.re,power_ratio.im,power_double_ratio.re,power_double_ratio.im
1,599,0.001669449081803005,0.9999862464405376,0.005244704926348577,0.9999449861404711,0.01048926558597502
1,598,0.0016722408026755853,0.9999862004036565,0.005253475255306021,0.9999448019954837,0.010506805518936194
1,597,0.0016750418760469012,0.9999861541352414,0.005262274965193869,0.9999446169243814,0.010524404208892757
1,596,0.0016778523489932886,0.9999861076337369,0.005271104203899981,0.9999444309209432,0.010542061951579538
1,595,0.0016806722689075631,0.9999860608975748,0.005279963120306392,0.9999442439788964,0.010559779044719313
1,594,0.0016835016835016834,0.9999860139251736,0.00528885186429769,0.9999440560919151,0.01057755578803954
1,593,0.0016863406408094434,0.9999859667149384,0.005297770586769465,0.99994386725362,0.01059539248328926
1,592,0.0016891891891891893,0.9999859192652609,0.005306719439636848,0.999943677457578,0.010613289434256167
1,591,0.001692047377326565,0.9999858715745192,0.0053156985758431325,0.9999434866973016,0.010631246946783851
1,590,0.001694915254237288,0.9999858236410775,0.0053247081493684985,0.9999432949662481,0.01064926532878923
1,589,0.001697792869269949,0.9999857754632862,0.0053337483152388005,0.9999431022578193,0.010667344890280137
1,588,0.0017006802721088435,0.9999857270394815,0.005342819229534469,0.999942908565361,0.010685485943373096
1,587,0.0017035775127768314,0.9999856783679859,0.005351921049399488,0.9999427138821619,0.0107036888023113
1,586,0.0017064846416382253,0.9999856294471071,0.005361053933050473,0.9999425182014539,0.010721953783482733
1,585,0.0017094017094017094,0.9999855802751384,0.005370218039785834,0.9999423215164103,0.010740281205438506
1,584,0.0017123287671232876,0.9999855308503585,0.005379413529995042,0.9999421238201466,0.010758671388911387
1,583,0.0017152658662092624,0.9999854811710315,0.0053886405651679846,0.9999419251057189,0.010777124656834492
1,582,0.001718213058419244,0.9999854312354064,0.005397899307904413,0.9999417253661235,0.010795641334360194
1,581,0.0017211703958691911,0.9999853810417172,0.005407189921923508,0.9999415245942965,0.010814221748879225
1,580,0.0017241379310344827,0.9999853305881825,0.005416512572073512,0.9999413227831131,0.010832866230039954
1,579,0.0017271157167530224,0.9999852798730057,0.005425867424341492,0.9999411199253869,0.010851575109767902
1,578,0.0017301038062283738,0.9999852288943746,0.005435254645863186,0.9999409160138693,0.010870348722285423
1,577,0.0017331022530329288,0.9999851776504611,0.005444674404932954,0.9999407110412485,0.010889187404131598
1,576,0.001736111111111111,0.9999851261394216,0.005454126871013843,0.9999405050001497,0.010908091494182374
1,575,0.0017391304347826088,0.9999850743593961,0.005463612214747739,0.9999402978831338,0.010927061333670844
1,574,0.0017421602787456446,0.9999850223085085,0.005473130607965644,0.9999400896826963,0.01094609726620781
1,573,0.0017452006980802793,0.9999849699848663,0.0054826822236980445,0.9999398803912679,0.010965199637802498
1,572,0.0017482517482517483,0.9999849173865606,0.005492267236185406,0.9999396700012126,0.010984368796883553
1,571,0.0017513134851138354,0.9999848645116655,0.005501885820888756,0.9999394585048278,0.011003605094320192
1,570,0.0017543859649122807,0.9999848113582384,0.005511538154500401,0.999939245894343,0.011022908883443634
1,569,0.0017574692442882249,0.9999847579243194,0.005521224414954738,0.9999390321619194,0.011042280520068712
1,568,0.0017605633802816902,0.9999847042079317,0.005530944781439193,0.9999388172996494,0.01106172036251575
1,567,0.001763668430335097,0.9999846502070807,0.005540699434405268,0.9999386012995551,0.011081228771632645
1,566,0.0017667844522968198,0.9999845959197543,0.00555048855557971,0.9999383841535887,0.011100806110817193
1,565,0.0017699115044247787,0.9999845413439227,0.0055603123279757884,0.9999381658536307,0.011120452746039657
1,564,0.0017730496453900709,0.9999844864775377,0.005570170935904713,0.9999379463914896,0.01114016904586556
1,563,0.0017761989342806395,0.9999844313185333,0.005580064564987147,0.9999377257589012,0.011159955381478744
1,562,0.0017793594306049821,0.999984375864825,0.005589993402164868,0.9999375039475276,0.011179812126704651
1,561,0.0017825311942959,0.9999843201143097,0.005599957635712532,0.9999372809489564,0.011199739658033869
1,560,0.0017857142857142857,0.9999842640648653,0.005609957455249584,0.9999370567547006,0.01121973835464592
1,559,0.0017889087656529517,0.999984207714351,0.005619993051752276,0.9999368313561965,0.011239808598433315
1,558,0.0017921146953405018,0.9999841510606066,0.005630064617565833,0.9999366047448041,0.011259950774025857
1,557,0.0017953321364452424,0.9999840941014525,0.005640172346416736,0.9999363769118055,0.011280165268815208
1,556,0.0017985611510791368,0.9999840368346897,0.0056503164334251454,0.9999361478484043,0.011300452472979727
1,555,0.0018018018018018018,0.9999839792580992,0.005660497075117455,0.9999359175457252,0.01132081277950957
1,554,0.0018050541516245488,0.9999839213694419,0.005670714469438985,0.9999356859948122,0.011341246584232061
1,553,0.0018083182640144665,0.9999838631664585,0.005680968815766808,0.9999354531866286,0.011361754285837347
1,552,0.0018115942028985507,0.9999838046468692,0.005691260314922722,0.9999352191120555,0.011382336285904324
1,551,0.0018148820326678765,0.9999837458083736,0.005701589169186353,0.9999349837618916,0.011402992988926844
1,550,0.0018181818181818182,0.9999836866486501,0.005711955582308415,0.9999347471268515,0.011423724802340213
1,549,0.0018214936247723133,0.9999836271653564,0.005722359759524104,0.9999345091975652,0.011444532136547982
1,548,0.0018248175182481751,0.9999835673561284,0.005732801907566641,0.9999342699645772,0.011465415404949015
